DATE_TIME,Solar_AC_Power,National Hourly Demand
2020-06-05 09:00:00,16731.0425,129865.15
2020-06-05 10:00:00,14372.884166666667,131720.08
2020-06-05 11:00:00,12851.27642857143,132262.63
2020-06-05 12:00:00,17018.981190476192,133502.31
2020-06-05 13:00:00,10966.860238095238,133644.12
2020-06-05 14:00:00,9456.625119047618,136408.21
2020-06-05 15:00:00,10657.181547619048,136805.62
2020-06-05 16:00:00,9881.689761904761,132627.53
2020-06-05 17:00:00,6095.833452380952,127324.36
2020-06-05 18:00:00,715.0990476190476,124736.66
2020-06-05 19:00:00,0.0,133269.82
2020-06-05 20:00:00,0.0,135752.52
2020-06-05 21:00:00,0.0,136919.36
2020-06-05 22:00:00,0.0,138509.9
2020-06-05 23:00:00,0.0,135503.95
2020-06-06 00:00:00,0.0,131282.64
2020-06-06 01:00:00,0.0,127779.61
2020-06-06 02:00:00,0.0,124534.65
2020-06-06 03:00:00,0.0,122235.66
2020-06-06 04:00:00,0.0,121899.34
2020-06-06 05:00:00,0.0,123093.52
2020-06-06 06:00:00,1686.9690476190476,123911.96
2020-06-06 07:00:00,3240.4716666666664,126728.71
2020-06-06 08:00:00,13128.695476190474,131372.06
2020-06-06 09:00:00,14623.559523809523,133946.4
2020-06-06 10:00:00,15727.346071428572,132526.78
2020-06-06 11:00:00,13610.090714285714,133189.0
2020-06-06 12:00:00,14272.73011904762,135078.31
2020-06-06 13:00:00,11647.906547619048,135551.73
2020-06-06 14:00:00,8156.910714285714,138700.31
2020-06-06 15:00:00,12606.284404761906,138939.13
2020-06-06 16:00:00,13121.59154761905,136321.25
2020-06-06 17:00:00,5965.033690476191,130814.67
2020-06-06 18:00:00,995.3748809523809,128373.69
2020-06-06 19:00:00,0.0,138037.25
2020-06-06 20:00:00,0.0,141284.12
2020-06-06 21:00:00,0.0,143436.88
2020-06-06 22:00:00,0.0,145387.76
2020-06-06 23:00:00,0.0,143256.54
2020-06-07 00:00:00,0.0,139719.39
2020-06-07 01:00:00,0.0,136506.81
2020-06-07 02:00:00,0.0,133286.27
2020-06-07 03:00:00,0.0,130227.24
2020-06-07 04:00:00,0.0,128912.6
2020-06-07 05:00:00,0.0,128662.98
2020-06-07 06:00:00,1060.6167857142857,127802.64
2020-06-07 07:00:00,4137.705952380952,128639.52
2020-06-07 08:00:00,10858.947857142857,129421.16
2020-06-07 09:00:00,11955.697976190477,130800.53
2020-06-07 10:00:00,13046.897261904762,130535.08
2020-06-07 11:00:00,12239.056666666667,130585.24
2020-06-07 12:00:00,14042.617023809524,131285.46
2020-06-07 13:00:00,12358.40738095238,130880.1
2020-06-07 14:00:00,14856.967857142858,131409.08
2020-06-07 15:00:00,7569.072142857142,130407.11
2020-06-07 16:00:00,7020.352023809523,127789.73
2020-06-07 17:00:00,5508.125714285714,122863.97
2020-06-07 18:00:00,977.737619047619,123455.68
2020-06-07 19:00:00,0.0,133056.95
